Precinct_ID,Total Population,White alone,Site_Count,Normalized_Sites,White_Pct
1607,1743,1176,0.0,0.0,67.46987951807229
1608,3042,1647,1.0,3.287310979618672,54.142011834319526
1609,2131,1853,0.0,0.0,86.95448146410136
1610,2179,1445,1.0,4.5892611289582375,66.31482331344654
1611,1138,782,1.0,8.787346221441124,68.7170474516696
1612,1590,1391,0.0,0.0,87.48427672955975
1701,2204,88,3.0,13.611615245009073,3.9927404718693285
1702,1393,100,0.0,0.0,7.178750897343862
1703,2933,374,0.0,0.0,12.75144902829867
1704,2952,632,1.0,3.3875338753387534,21.40921409214092
1705,1786,42,0.0,0.0,2.3516237402015676
1706,2018,374,1.0,4.955401387512389,18.533201189296335
1707,1363,52,0.0,0.0,3.815113719735877
1708,2007,105,0.0,0.0,5.23168908819133
1709,1290,451,0.0,0.0,34.96124031007752
1710,2626,97,2.0,7.616146230007616,3.693830921553694
1711,984,189,0.0,0.0,19.20731707317073
1712,1417,160,0.0,0.0,11.291460832745237
1713,1796,888,0.0,0.0,49.44320712694877
1714,1681,491,1.0,5.94883997620464,29.208804283164785
1801,3423,179,4.0,11.685655857434998,5.229330996202162
1802,2462,25,4.0,16.246953696181965,1.0154346060113728
1803,2810,51,1.0,3.5587188612099645,1.8149466192170818
1804,2958,67,0.0,0.0,2.265043948613928
1805,2464,95,0.0,0.0,3.855519480519481
1806,2800,100,0.0,0.0,3.571428571428571
1807,2365,461,1.0,4.2283298097251585,19.492600422832982
1808,3961,445,0.0,0.0,11.234536733148195
1809,2035,881,0.0,0.0,43.29238329238329
1810,2917,1642,1.0,3.428179636612959,56.290709633184775
1811,2392,442,0.0,0.0,18.478260869565215
1812,2367,657,1.0,4.224757076468103,27.756653992395435
1813,1636,270,1.0,6.112469437652812,16.503667481662593
1814,1648,186,0.0,0.0,11.286407766990292
1815,2540,203,0.0,0.0,7.9921259842519685
1816,2413,1192,1.0,4.144218814753419,49.399088271860755
1817,2430,531,0.0,0.0,21.85185185185185
1818,2983,633,0.0,0.0,21.220248072410325
1819,3759,895,0.0,0.0,23.809523809523807
1820,3467,1446,0.0,0.0,41.70752812229593
1821,3109,47,0.0,0.0,1.5117401093599228
1822,2214,954,0.0,0.0,43.08943089430895
1823,2995,286,0.0,0.0,9.54924874791319
1901,1760,1249,0.0,0.0,70.9659090909091
1902,2223,1675,0.0,0.0,75.34862798020693
1903,1070,816,1.0,9.345794392523365,76.26168224299066
1904,2375,1717,2.0,8.421052631578949,72.29473684210527
1905,1873,1221,2.0,10.678056593699946,65.18953550453817
1906,2165,1578,1.0,4.618937644341801,72.88683602771363
1907,2078,1192,0.0,0.0,57.36284889316651
1908,1435,1145,0.0,0.0,79.79094076655052
1909,1274,728,0.0,0.0,57.14285714285714
1910,2571,1138,0.0,0.0,44.262932711007394
1911,2673,542,0.0,0.0,20.27684249906472
1912,1592,837,0.0,0.0,52.57537688442211
1913,1642,591,0.0,0.0,35.99269183922046
2001,2183,1780,0.0,0.0,81.539166284929
2002,2421,1441,0.0,0.0,59.520859149111935
2003,2429,1186,0.0,0.0,48.82667764512145
2004,1657,1278,0.0,0.0,77.12733856366928
2005,2200,1653,0.0,0.0,75.13636363636364
2006,2012,1651,0.0,0.0,82.05765407554672
2007,1310,1006,0.0,0.0,76.79389312977099
2008,1609,1154,0.0,0.0,71.72156619018024
2009,1969,1166,0.0,0.0,59.217877094972074
2010,2897,1864,1.0,3.4518467380048325,64.34242319641008
2011,1014,827,0.0,0.0,81.55818540433924
2012,1387,1114,0.0,0.0,80.31723143475126
2013,1169,1022,0.0,0.0,87.42514970059881
2014,1223,1075,0.0,0.0,87.89860997547015
2015,2580,1695,0.0,0.0,65.69767441860465
2016,2638,1856,0.0,0.0,70.35633055344958
2017,2746,2076,0.0,0.0,75.60087399854334
2018,1321,1050,0.0,0.0,79.48523845571536
2019,1420,1120,0.0,0.0,78.87323943661971
2020,2807,1971,0.0,0.0,70.21731385821161
2021,291,166,1.0,34.36426116838488,57.0446735395189
2101,4647,2319,1.0,2.1519259737465033,49.9031633311814
2102,5699,2917,0.0,0.0,51.184418319003335
2103,3923,1927,1.0,2.5490695895997963,49.12057099158807
2104,2933,1403,1.0,3.4094783498124785,47.834981247869074
2105,2948,1642,0.0,0.0,55.698778833107184
2106,2023,1071,0.0,0.0,52.94117647058824
2107,2703,1215,0.0,0.0,44.950055493895675
2108,3255,1873,0.0,0.0,57.542242703533034
2109,3495,1623,0.0,0.0,46.437768240343345
2110,2301,1295,1.0,4.34593654932638,56.27987831377662
2111,2804,1825,0.0,0.0,65.08559201141226
2112,2543,1672,0.0,0.0,65.74911521824617
2113,3152,1938,0.0,0.0,61.48477157360406
2114,1682,1161,0.0,0.0,69.02497027348394
2115,2000,1354,0.0,0.0,67.7
2116,6175,4607,0.0,0.0,74.60728744939271
2201,4222,2121,0.0,0.0,50.23685457129322
2202,4033,1881,0.0,0.0,46.64021819985123
2203,3034,2055,0.0,0.0,67.73236651285431
2204,2067,1383,0.0,0.0,66.90856313497822
2205,2864,1320,0.0,0.0,46.089385474860336
2206,1862,1134,0.0,0.0,60.902255639097746
2207,2455,1700,0.0,0.0,69.24643584521385
2208,2191,1377,0.0,0.0,62.848014605203105
2209,2347,1636,0.0,0.0,69.70600766936515
2210,2279,1633,0.0,0.0,71.6542343132953
2211,1663,1096,0.0,0.0,65.90499098015634
2212,2206,926,0.0,0.0,41.976427923844064
2213,1513,1138,0.0,0.0,75.21480502313284
